uuid,vehicle_entrance_uuid,geometry
restaurant_116228,localroad_3827258469,Point (127.0144799 37.4864756)
restaurant_116229,localroad_2295372304,Point (127.0183638 37.4940381)
restaurant_116233,localroad_3690640324,Point (127.0320391 37.4883762)
restaurant_116236,localroad_3827169462,Point (127.0285306 37.4844473)
restaurant_116237,localroad_1445606439,Point (127.0016021 37.5057151)
restaurant_116238,localroad_1696934730,Point (126.9957546 37.4829672)
restaurant_116239,localroad_2622713693,Point (126.9990333 37.4985986)
restaurant_116240,localroad_6337148391,Point (127.0304632 37.4845759)
restaurant_116241,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_116245,localroad_600377854,Point (127.018434 37.5168542)
restaurant_116247,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_116290,localroad_3011650453,Point (127.0464431 37.4740262)
restaurant_116293,localroad_1430679905,Point (127.0136473 37.4835292)
restaurant_116334,localroad_3011650447,Point (127.0437191 37.4765905)
restaurant_116353,localroad_3827337512,Point (127.0095095 37.4844424)
restaurant_116368,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_116407,localroad_3154300014,Point (127.0106806 37.4934428)
restaurant_116474,localroad_3011650447,Point (127.0437191 37.4765905)
restaurant_116522,localroad_3827170317,Point (127.0265707 37.4879865)
restaurant_116526,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_116527,localroad_1965713727,Point (127.0139583 37.4881672)
restaurant_116543,localroad_3827548015,Point (127.0155136 37.4914349)
restaurant_116544,localroad_1696934689,Point (126.9994385 37.4799567)
restaurant_116580,localroad_3827671773,Point (127.0213181 37.505227)
restaurant_116588,localroad_3462556494,Point (127.000041 37.4790395)
restaurant_116590,localroad_4184425799,Point (127.0373999 37.4764137)
restaurant_116611,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_116631,localroad_3804191157,Point (126.9853341 37.4864029)
restaurant_116635,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_116637,localroad_2429722055,Point (127.0176657 37.5129527)
restaurant_116638,localroad_1694782865,Point (127.0385873 37.4820439)
restaurant_116652,localroad_436882900,Point (127.0299475 37.4890431)
restaurant_116669,localroad_1694783086,Point (127.036737 37.4830673)
restaurant_116734,localroad_3827547993,Point (127.0135559 37.4905388)
restaurant_116765,localroad_3827548014,Point (127.011444 37.4914341)
restaurant_116831,localroad_4101372804,Point (126.9848159 37.4826725)
restaurant_116855,localroad_3089166485,Point (127.0085866 37.4883033)
restaurant_116920,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_116936,localroad_2622874586,Point (126.991374 37.498158)
restaurant_116946,localroad_3825549661,Point (127.02974 37.4912602)
restaurant_116947,localroad_3827547990,Point (127.0137381 37.4895104)
restaurant_116977,localroad_8485173590,Point (126.9830112 37.4855148)
restaurant_116980,localroad_2429722066,Point (127.0200228 37.5119717)
restaurant_116982,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_116984,localroad_4184585493,Point (127.0430118 37.4670275)
restaurant_116995,localroad_1696934758,Point (126.9929782 37.4860655)
restaurant_117046,localroad_3827548035,Point (127.0135722 37.4921282)
restaurant_117156,localroad_3827170269,Point (127.030976 37.4868354)
restaurant_117163,localroad_2429722078,Point (127.0204348 37.5108876)
restaurant_117165,localroad_3827338139,Point (127.0123279 37.4899383)
restaurant_117202,localroad_2817764747,Point (127.0450947 37.463568)
restaurant_117208,localroad_4185626611,Point (127.0157871 37.5207988)
restaurant_117258,localroad_4310032001,Point (127.0422716 37.4683082)
restaurant_117269,localroad_3827338128,Point (127.0079924 37.4895122)
restaurant_117299,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_117337,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_117342,localroad_2429722053,Point (127.018537 37.5136554)
restaurant_117345,localroad_4313280999,Point (127.058166 37.4441573)
restaurant_117346,localroad_2477340257,Point (127.0220042 37.5044111)
restaurant_117348,localroad_3827169469,Point (127.0304318 37.4847141)
restaurant_117349,localroad_2861578325,Point (127.0161814 37.5144239)
restaurant_117350,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_117352,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_117353,localroad_2861578303,Point (127.017848 37.5143727)
restaurant_117355,localroad_1925498452,Point (127.0416846 37.4726268)
restaurant_117356,localroad_3827257155,Point (127.0214572 37.4857688)
restaurant_117357,localroad_927736371,Point (127.0458251 37.4698763)
restaurant_117358,localroad_2861309356,Point (127.0198013 37.5106926)
restaurant_117360,localroad_2477340257,Point (127.0220042 37.5044111)
restaurant_117361,localroad_436844243,Point (126.99364 37.48018)
restaurant_117362,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_117363,localroad_2477340280,Point (127.0220695 37.5059275)
restaurant_117364,localroad_3827169943,Point (127.0311437 37.486474)
restaurant_117365,localroad_3827548050,Point (127.0134891 37.4928032)
restaurant_117366,localroad_4147053966,Point (127.0059882 37.5070592)
restaurant_117367,localroad_3827672554,Point (127.0205885 37.5102807)
restaurant_117369,localroad_3827169496,Point (127.0295627 37.4852267)
restaurant_117370,localroad_4634856278,Point (127.0256489 37.4699024)
restaurant_117371,localroad_2477340277,Point (127.020835 37.5040719)
restaurant_117372,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_117373,localroad_3827170269,Point (127.030976 37.4868354)
restaurant_117374,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_117375,localroad_2477340270,Point (127.0210586 37.5049835)
restaurant_117377,localroad_4185626617,Point (127.0129813 37.5192765)
restaurant_117379,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_117380,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_117381,localroad_1965713692,Point (127.0138006 37.4851642)
restaurant_117383,localroad_2477265745,Point (127.0232241 37.505124)
restaurant_117384,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_117386,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_117388,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_117390,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_117391,localroad_2477335639,Point (127.0187259 37.5093288)
restaurant_117393,localroad_600377805,Point (127.017289 37.5177416)
restaurant_117397,localroad_2244637675,Point (127.0032639 37.5083279)
restaurant_117398,localroad_600377854,Point (127.018434 37.5168542)
restaurant_117401,localroad_3827169496,Point (127.0295627 37.4852267)
restaurant_117406,localroad_1965713750,Point (127.0125451 37.484926)
restaurant_117407,localroad_1965713692,Point (127.0138006 37.4851642)
restaurant_117409,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_117411,localroad_3827257097,Point (127.0203192 37.4829195)
restaurant_117412,localroad_2932857700,Point (127.0145778 37.4931582)
restaurant_117413,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_117414,localroad_927740192,Point (127.0470859 37.4720629)
restaurant_117415,localroad_3827170315,Point (127.0284942 37.4879776)
restaurant_117417,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_117418,localroad_3690640295,Point (127.0307497 37.4873162)
restaurant_117419,localroad_600377852,Point (127.017733 37.5162662)
restaurant_117420,localroad_4140672133,Point (126.9874963 37.5017559)
restaurant_117421,localroad_11641428829,Point (127.0048158 37.5060798)
restaurant_117423,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_117426,localroad_2861309343,Point (127.0188254 37.5152605)
restaurant_117432,localroad_4184585279,Point (127.0487127 37.4731031)
restaurant_117433,localroad_2861309343,Point (127.0188254 37.5152605)
restaurant_117434,localroad_6205230875,Point (127.0558259 37.4440329)
restaurant_117435,localroad_1430676786,Point (127.0116175 37.4820029)
restaurant_117436,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_117438,localroad_3609069729,Point (127.0317543 37.488966)
restaurant_117439,localroad_3827258463,Point (127.0161392 37.4860641)
restaurant_117442,localroad_600377854,Point (127.018434 37.5168542)
restaurant_117447,localroad_1965713733,Point (127.012958 37.4857479)
restaurant_117448,localroad_1965713692,Point (127.0138006 37.4851642)
restaurant_117450,localroad_2932859104,Point (127.0182783 37.4854448)
restaurant_117451,localroad_1430679922,Point (127.0127232 37.4843232)
restaurant_117452,localroad_600377852,Point (127.017733 37.5162662)
restaurant_117453,localroad_600377854,Point (127.018434 37.5168542)
restaurant_117454,localroad_3827257152,Point (127.0170569 37.4856361)
restaurant_117455,localroad_8487826767,Point (127.0112094 37.4588851)
restaurant_117456,localroad_3088864935,Point (127.0185655 37.5157992)
restaurant_117459,localroad_600377821,Point (127.0180668 37.5165238)
restaurant_117461,localroad_3827672554,Point (127.0205885 37.5102807)
restaurant_117487,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_117495,localroad_1685686496,Point (126.9844437 37.4856644)
restaurant_117500,localroad_1925407818,Point (127.0047655 37.4821243)
restaurant_117630,localroad_3827257146,Point (127.015274 37.4854555)
restaurant_117652,localroad_1965713692,Point (127.0138006 37.4851642)
restaurant_117657,localroad_2477342778,Point (127.0197257 37.5091945)
restaurant_117695,localroad_2510022116,Point (126.9907846 37.4907492)
restaurant_117763,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_117769,localroad_3804191191,Point (126.9831596 37.4878417)
restaurant_117788,localroad_3112159933,Point (127.0175285 37.498569)
restaurant_117796,localroad_3011650466,Point (127.0468983 37.4748218)
restaurant_117798,localroad_2622809999,Point (126.9970275 37.4987243)
restaurant_117799,localroad_1965713750,Point (127.0125451 37.484926)
restaurant_117800,localroad_4313280473,Point (127.069922 37.4341685)
restaurant_117802,localroad_2655442263,Point (127.0184474 37.4850894)
restaurant_117803,localroad_6205230873,Point (127.0572084 37.4435466)
restaurant_117804,localroad_8489062936,Point (127.0105114 37.5033457)
restaurant_117805,localroad_2628399840,Point (126.9989466 37.4996362)
restaurant_117849,localroad_2477364473,Point (127.0192016 37.5094735)
restaurant_117904,localroad_2429722054,Point (127.0182681 37.5136053)
restaurant_117909,localroad_3827547994,Point (127.012668 37.4908834)
restaurant_117913,localroad_2623456310,Point (126.9942079 37.4894255)
restaurant_117916,localroad_8489505875,Point (127.0176017 37.5123314)
restaurant_117922,localroad_3827548023,Point (127.0132737 37.4916509)
restaurant_117925,localroad_1694782828,Point (127.0379907 37.4818634)
restaurant_117927,localroad_1962358629,Point (127.010677 37.5019187)
restaurant_117972,localroad_12147442531,Point (126.9864003 37.5021971)
restaurant_118038,localroad_2533109208,Point (126.9868818 37.4941718)
restaurant_118042,localroad_3827170295,Point (127.0287816 37.4873767)
restaurant_118046,localroad_2477335640,Point (127.0202331 37.5097803)
restaurant_118062,localroad_2655442257,Point (127.0167818 37.4842169)
restaurant_118067,localroad_4634374794,Point (127.0107641 37.512577)
restaurant_118086,localroad_2388037861,Point (127.0104481 37.4909964)
restaurant_118095,localroad_2623456310,Point (126.9942079 37.4894255)
restaurant_118144,localroad_3804191191,Point (126.9831596 37.4878417)
restaurant_118167,localroad_2533109203,Point (126.9897546 37.4939073)
restaurant_118206,localroad_1925498856,Point (127.0393321 37.4762287)
restaurant_118233,localroad_3827548497,Point (127.0141856 37.4968824)
restaurant_118282,localroad_1925498958,Point (127.0395507 37.4773642)
restaurant_118283,localroad_4634773820,Point (127.0210159 37.4655086)
restaurant_118291,localroad_927737289,Point (127.0442942 37.4684774)
restaurant_118302,localroad_2533109222,Point (126.9837917 37.4964609)
restaurant_118333,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_118340,localroad_2622713686,Point (126.9996303 37.4985715)
restaurant_118350,localroad_3242832581,Point (127.0082199 37.489053)
restaurant_118355,localroad_9159792967,Point (127.0362599 37.4827231)
restaurant_118400,localroad_3827258487,Point (127.0218402 37.4871141)
restaurant_118414,localroad_3825549661,Point (127.02974 37.4912602)
restaurant_118421,localroad_3011650433,Point (127.0450537 37.4753696)
restaurant_118422,localroad_3011650446,Point (127.0426309 37.4752828)
restaurant_118464,localroad_3355067046,Point (127.0110786 37.4928796)
restaurant_118533,localroad_4184070814,Point (127.0282642 37.4925089)
restaurant_118534,localroad_4140672133,Point (126.9874963 37.5017559)
restaurant_118541,localroad_3030832645,Point (127.0113736 37.4922908)
restaurant_118568,localroad_4185805734,Point (126.9943333 37.4878969)
restaurant_118648,localroad_2477265754,Point (127.0204901 37.5044468)
restaurant_118688,localroad_4147017218,Point (127.0078686 37.5076354)
restaurant_118706,localroad_2533109213,Point (126.9844629 37.4951904)
restaurant_118794,localroad_3827338142,Point (127.0136371 37.4900964)
restaurant_118820,localroad_2368063915,Point (127.0123121 37.488771)
restaurant_118857,localroad_3154300014,Point (127.0106806 37.4934428)
restaurant_118893,localroad_1925498924,Point (127.0393355 37.4771186)
restaurant_118944,localroad_2932859105,Point (127.0275072 37.4941516)
restaurant_118981,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_119018,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_119022,localroad_7466374176,Point (127.0277798 37.4687797)
restaurant_119033,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_119041,localroad_2295372314,Point (127.0164416 37.4924545)
restaurant_119046,localroad_2623456115,Point (126.9928572 37.4903263)
restaurant_119049,localroad_2388037860,Point (127.0130799 37.4920773)
restaurant_119074,localroad_3800522720,Point (127.0219412 37.4905995)
restaurant_119078,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_119090,localroad_3355067063,Point (127.017902 37.4949593)
restaurant_119114,localroad_3011650438,Point (127.0429102 37.4756184)
restaurant_119133,localroad_2622713666,Point (126.999094 37.4993808)
restaurant_119158,localroad_5294397095,Point (126.9950206 37.5088186)
restaurant_119171,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_119182,localroad_3690640294,Point (127.0323286 37.4877914)
restaurant_119213,localroad_3827547990,Point (127.0137381 37.4895104)
restaurant_119223,localroad_3826341158,Point (127.0296896 37.4895726)
restaurant_119225,localroad_4182209840,Point (127.0234403 37.5045728)
restaurant_119226,localroad_4181527979,Point (127.0185658 37.5118019)
restaurant_119231,localroad_436882900,Point (127.0299475 37.4890431)
restaurant_119232,localroad_2477340264,Point (127.0218367 37.5084056)
